C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_22_659.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_22_659.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_22_659.jpg, 0, 0, 0, 7.843638E-05
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_22_764.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_22_764.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_22_764.jpg, 0, 0, 0, 7.83553E-05
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_22_867.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_22_867.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_22_867.jpg, 0, 0, 0, 7.884661E-05
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_22_971.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_22_971.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_22_971.jpg, 0, 0, 0, 7.821177E-05
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_23_076.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_23_076.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_23_076.jpg, 0, 0, 0, 7.898722E-05
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_23_176.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_23_176.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_23_176.jpg, 0, 0, 0, 7.784126E-05
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_23_282.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_23_282.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_23_282.jpg, 0, 0, 0, 7.951729E-05
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_23_387.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_23_387.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_23_387.jpg, 0, 0, 0, 7.822313E-05
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_23_487.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_23_487.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_23_487.jpg, 0, 0, 0, 8.010369E-05
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_23_587.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_23_587.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_23_587.jpg, 0, 0, 0, 7.785059E-05
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_23_694.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_23_694.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_23_694.jpg, 0, 0, 0, 7.807543E-05
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_23_798.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_23_798.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_23_798.jpg, 0, 0, 0, 7.762555E-05
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_23_900.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_23_900.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_23_900.jpg, 0, 0, 0, 7.822953E-05
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_24_005.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_24_005.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_24_005.jpg, 0, 0, 0, 7.777528E-05
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_24_111.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_24_111.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_24_111.jpg, 0, 0, 0, 7.810503E-05
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_24_216.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_24_216.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_24_216.jpg, 0, 0.1049775, 0, 0.03404848
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_24_320.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_24_320.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_24_320.jpg, 0, 0.4480608, 0, 0.4910759
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_24_424.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_24_424.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_24_424.jpg, -0.102501, 0.7587249, 0, 1.214773
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_24_525.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_24_525.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_24_525.jpg, -0.03668973, 1, 0, 2.250635
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_24_628.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_24_628.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_24_628.jpg, 0, 1, 0, 3.409883
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_24_730.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_24_730.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_24_730.jpg, 0, 1, 0, 4.583276
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_24_831.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_24_831.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_24_831.jpg, 0, 1, 0, 5.74329
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_24_935.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_24_935.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_24_935.jpg, 0, 1, 0, 6.892159
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_25_038.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_25_038.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_25_038.jpg, -0.2545335, 1, 0, 8.015105
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_25_143.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_25_143.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_25_143.jpg, -0.6208355, 1, 0, 9.274919
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_25_245.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_25_245.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_25_245.jpg, -0.5751842, 1, 0, 10.3176
C:\Users\duyhung\Desktop\BH\IMG\center_2021_09_15_22_50_25_349.jpg, C:\Users\duyhung\Desktop\BH\IMG\left_2021_09_15_22_50_25_349.jpg, C:\Users\duyhung\Desktop\BH\IMG\right_2021_09_15_22_50_25_349.jpg, -0.2826833, 1, 0, 11.43773
